	ORF	Gene	SGDID	GO_Aspect	GO_Slim_Term	GOID	Feature_type	Feature_typed_Filtered
7260	YDR093W	DNF2	S000002500	P	lipid transport	GO:0006869	ORF|Verified	True
7261	YDR093W	DNF2	S000002500	P	response to chemical	GO:0042221	ORF|Verified	True
7274	YDR096W	GIS1	S000002503	P	chromatin organization	GO:0006325	ORF|Verified	True
7275	YDR096W	GIS1	S000002503	P	histone modification	GO:0016570	ORF|Verified	True
7276	YDR096W	GIS1	S000002503	P	lipid metabolic process	GO:0006629	ORF|Verified	True
7277	YDR096W	GIS1	S000002503	P	response to starvation	GO:0042594	ORF|Verified	True
7278	YDR096W	GIS1	S000002503	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
7285	YDR097C	MSH6	S000002504	P	DNA repair	GO:0006281	ORF|Verified	True
7286	YDR097C	MSH6	S000002504	P	DNA replication	GO:0006260	ORF|Verified	True
7287	YDR097C	MSH6	S000002504	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
7288	YDR097C	MSH6	S000002504	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7289	YDR097C	MSH6	S000002504	P	organelle fission	GO:0048285	ORF|Verified	True
7290	YDR097C	MSH6	S000002504	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
7295	YDR098C	GRX3	S000002505	P	cellular ion homeostasis	GO:0006873	ORF|Verified	True
7296	YDR098C	GRX3	S000002505	P	chromatin organization	GO:0006325	ORF|Verified	True
7297	YDR098C	GRX3	S000002505	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7298	YDR098C	GRX3	S000002505	P	histone modification	GO:0016570	ORF|Verified	True
7299	YDR098C	GRX3	S000002505	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
7300	YDR098C	GRX3	S000002505	P	response to chemical	GO:0042221	ORF|Verified	True
7301	YDR098C	GRX3	S000002505	P	response to oxidative stress	GO:0006979	ORF|Verified	True
7308	YDR099W	BMH2	S000002506	P	DNA replication	GO:0006260	ORF|Verified	True
7309	YDR099W	BMH2	S000002506	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
7310	YDR099W	BMH2	S000002506	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
7311	YDR099W	BMH2	S000002506	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
7312	YDR099W	BMH2	S000002506	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
7313	YDR099W	BMH2	S000002506	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7314	YDR099W	BMH2	S000002506	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
7315	YDR099W	BMH2	S000002506	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
7316	YDR099W	BMH2	S000002506	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
7317	YDR099W	BMH2	S000002506	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
7318	YDR099W	BMH2	S000002506	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
7319	YDR099W	BMH2	S000002506	P	signaling	GO:0023052	ORF|Verified	True
7320	YDR099W	BMH2	S000002506	P	sporulation	GO:0043934	ORF|Verified	True
7333	YDR101C	ARX1	S000002508	P	nuclear transport	GO:0051169	ORF|Verified	True
7334	YDR101C	ARX1	S000002508	P	ribosomal subunit export from nucleus	GO:0000054	ORF|Verified	True
7347	YDR103W	STE5	S000002510	P	conjugation	GO:0000746	ORF|Verified	True
7348	YDR103W	STE5	S000002510	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
7349	YDR103W	STE5	S000002510	P	protein phosphorylation	GO:0006468	ORF|Verified	True
7350	YDR103W	STE5	S000002510	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
7351	YDR103W	STE5	S000002510	P	response to chemical	GO:0042221	ORF|Verified	True
7352	YDR103W	STE5	S000002510	P	signaling	GO:0023052	ORF|Verified	True
7353	YDR103W	STE5	S000002510	P	transposition	GO:0032196	ORF|Verified	True
7357	YDR104C	SPO71	S000002511	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
7358	YDR104C	SPO71	S000002511	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7359	YDR104C	SPO71	S000002511	P	sporulation	GO:0043934	ORF|Verified	True
7364	YDR105C	TMS1	S000002512	P	biological_process	GO:0008150	ORF|Verified	True
7368	YDR106W	ARP10	S000002513	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
7369	YDR106W	ARP10	S000002513	P	organelle fission	GO:0048285	ORF|Verified	True
7374	YDR107C	TMN2	S000002514	P	cellular ion homeostasis	GO:0006873	ORF|Verified	True
7375	YDR107C	TMN2	S000002514	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
7376	YDR107C	TMN2	S000002514	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
7382	YDR108W	TRS85	S000002515	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
7383	YDR108W	TRS85	S000002515	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7384	YDR108W	TRS85	S000002515	P	organelle assembly	GO:0070925	ORF|Verified	True
7385	YDR108W	TRS85	S000002515	P	organelle fission	GO:0048285	ORF|Verified	True
7386	YDR108W	TRS85	S000002515	P	protein targeting	GO:0006605	ORF|Verified	True
7387	YDR108W	TRS85	S000002515	P	vacuole organization	GO:0007033	ORF|Verified	True
7388	YDR108W	TRS85	S000002515	P	vesicle organization	GO:0016050	ORF|Verified	True
7396	YDR110W	FOB1	S000002517	P	DNA recombination	GO:0006310	ORF|Verified	True
7397	YDR110W	FOB1	S000002517	P	DNA replication	GO:0006260	ORF|Verified	True
7398	YDR110W	FOB1	S000002517	P	chromatin organization	GO:0006325	ORF|Verified	True
7399	YDR110W	FOB1	S000002517	P	chromosome segregation	GO:0007059	ORF|Verified	True
7400	YDR110W	FOB1	S000002517	P	nucleus organization	GO:0006997	ORF|Verified	True
7401	YDR110W	FOB1	S000002517	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
7413	YDR113C	PDS1	S000002520	P	DNA recombination	GO:0006310	ORF|Verified	True
7414	YDR113C	PDS1	S000002520	P	DNA repair	GO:0006281	ORF|Verified	True
7415	YDR113C	PDS1	S000002520	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
7416	YDR113C	PDS1	S000002520	P	chromosome segregation	GO:0007059	ORF|Verified	True
7417	YDR113C	PDS1	S000002520	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7418	YDR113C	PDS1	S000002520	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
7419	YDR113C	PDS1	S000002520	P	organelle fission	GO:0048285	ORF|Verified	True
7420	YDR113C	PDS1	S000002520	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
7421	YDR113C	PDS1	S000002520	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
7431	YDR115W	MRX14	S000002522	P	mitochondrial translation	GO:0032543	ORF|Verified	True
7432	YDR115W	MRX14	S000002522	P	mitochondrion organization	GO:0007005	ORF|Verified	True
7438	YDR116C	MRPL1	S000002523	P	mitochondrial translation	GO:0032543	ORF|Verified	True
7439	YDR116C	MRPL1	S000002523	P	mitochondrion organization	GO:0007005	ORF|Verified	True
7443	YDR117C	TMA64	S000002524	P	rRNA processing	GO:0006364	ORF|Verified	True
7446	YDR118W	APC4	S000002525	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
7447	YDR118W	APC4	S000002525	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
7461	YDR119W-A	COX26	S000113555	P	biological_process	GO:0008150	ORF|Verified	True
7469	YDR120C	TRM1	S000002527	P	RNA modification	GO:0009451	ORF|Verified	True
7470	YDR120C	TRM1	S000002527	P	tRNA processing	GO:0008033	ORF|Verified	True
7477	YDR121W	DPB4	S000002528	P	DNA repair	GO:0006281	ORF|Verified	True
7478	YDR121W	DPB4	S000002528	P	DNA replication	GO:0006260	ORF|Verified	True
7479	YDR121W	DPB4	S000002528	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
7480	YDR121W	DPB4	S000002528	P	chromatin organization	GO:0006325	ORF|Verified	True
7485	YDR122W	KIN1	S000002529	P	exocytosis	GO:0006887	ORF|Verified	True
7486	YDR122W	KIN1	S000002529	P	protein phosphorylation	GO:0006468	ORF|Verified	True
7489	YDR123C	INO2	S000002530	P	lipid metabolic process	GO:0006629	ORF|Verified	True
7490	YDR123C	INO2	S000002530	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
7497	YDR125C	ECM18	S000002532	P	biological_process	GO:0008150	ORF|Verified	True
7505	YDR126W	SWF1	S000002533	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
7506	YDR126W	SWF1	S000002533	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7507	YDR126W	SWF1	S000002533	P	exocytosis	GO:0006887	ORF|Verified	True
7508	YDR126W	SWF1	S000002533	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7509	YDR126W	SWF1	S000002533	P	membrane fusion	GO:0061025	ORF|Verified	True
7510	YDR126W	SWF1	S000002533	P	organelle fusion	GO:0048284	ORF|Verified	True
7511	YDR126W	SWF1	S000002533	P	protein acylation	GO:0043543	ORF|Verified	True
7512	YDR126W	SWF1	S000002533	P	protein lipidation	GO:0006497	ORF|Verified	True
7513	YDR126W	SWF1	S000002533	P	regulation of transport	GO:0051049	ORF|Verified	True
7514	YDR126W	SWF1	S000002533	P	sporulation	GO:0043934	ORF|Verified	True
7515	YDR126W	SWF1	S000002533	P	vacuole organization	GO:0007033	ORF|Verified	True
7526	YDR128W	MTC5	S000002535	P	signaling	GO:0023052	ORF|Verified	True
7536	YDR129C	SAC6	S000002536	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7544	YDR130C	FIN1	S000002537	P	chromosome segregation	GO:0007059	ORF|Verified	True
7545	YDR130C	FIN1	S000002537	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7546	YDR130C	FIN1	S000002537	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
7547	YDR130C	FIN1	S000002537	P	organelle fission	GO:0048285	ORF|Verified	True
7548	YDR130C	FIN1	S000002537	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
7549	YDR130C	FIN1	S000002537	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
7553	YDR131C	YDR131C	S000002538	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
7558	YDR132C	YDR132C	S000002539	P	biological_process	GO:0008150	ORF|Verified	True
7568	YDR135C	YCF1	S000002542	P	ion transport	GO:0006811	ORF|Verified	True
7569	YDR135C	YCF1	S000002542	P	membrane fusion	GO:0061025	ORF|Verified	True
7570	YDR135C	YCF1	S000002542	P	organelle fusion	GO:0048284	ORF|Verified	True
7571	YDR135C	YCF1	S000002542	P	response to chemical	GO:0042221	ORF|Verified	True
7572	YDR135C	YCF1	S000002542	P	transmembrane transport	GO:0055085	ORF|Verified	True
7573	YDR135C	YCF1	S000002542	P	vacuole organization	GO:0007033	ORF|Verified	True
7582	YDR137W	RGP1	S000002544	P	endosomal transport	GO:0016197	ORF|Verified	True
7586	YDR138W	HPR1	S000002545	P	DNA recombination	GO:0006310	ORF|Verified	True
7587	YDR138W	HPR1	S000002545	P	DNA repair	GO:0006281	ORF|Verified	True
7588	YDR138W	HPR1	S000002545	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
7589	YDR138W	HPR1	S000002545	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
7590	YDR138W	HPR1	S000002545	P	mRNA processing	GO:0006397	ORF|Verified	True
7591	YDR138W	HPR1	S000002545	P	nuclear transport	GO:0051169	ORF|Verified	True
7592	YDR138W	HPR1	S000002545	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
7593	YDR138W	HPR1	S000002545	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
7594	YDR138W	HPR1	S000002545	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
7597	YDR139C	RUB1	S000002546	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
7602	YDR140W	MTQ2	S000002547	P	protein alkylation	GO:0008213	ORF|Verified	True
7603	YDR140W	MTQ2	S000002547	P	regulation of translation	GO:0006417	ORF|Verified	True
7610	YDR141C	DOP1	S000002548	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
7611	YDR141C	DOP1	S000002548	P	cell morphogenesis	GO:0000902	ORF|Verified	True
7612	YDR141C	DOP1	S000002548	P	endosomal transport	GO:0016197	ORF|Verified	True
7616	YDR142C	PEX7	S000002549	P	peroxisome organization	GO:0007031	ORF|Verified	True
7617	YDR142C	PEX7	S000002549	P	protein targeting	GO:0006605	ORF|Verified	True
7618	YDR142C	PEX7	S000002549	P	transmembrane transport	GO:0055085	ORF|Verified	True
7622	YDR143C	SAN1	S000002550	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
7623	YDR143C	SAN1	S000002550	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
7624	YDR143C	SAN1	S000002550	P	response to chemical	GO:0042221	ORF|Verified	True
7630	YDR144C	MKC7	S000002551	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
7631	YDR144C	MKC7	S000002551	P	signaling	GO:0023052	ORF|Verified	True
7637	YDR145W	TAF12	S000002552	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
7638	YDR145W	TAF12	S000002552	P	chromatin organization	GO:0006325	ORF|Verified	True
7639	YDR145W	TAF12	S000002552	P	histone modification	GO:0016570	ORF|Verified	True
7640	YDR145W	TAF12	S000002552	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
7641	YDR145W	TAF12	S000002552	P	protein acylation	GO:0043543	ORF|Verified	True
7642	YDR145W	TAF12	S000002552	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
7648	YDR146C	SWI5	S000002553	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
7649	YDR146C	SWI5	S000002553	P	organelle fission	GO:0048285	ORF|Verified	True
7653	YDR147W	EKI1	S000002554	P	lipid metabolic process	GO:0006629	ORF|Verified	True
7657	YDR148C	KGD2	S000002555	P	cellular respiration	GO:0045333	ORF|Verified	True
7658	YDR148C	KGD2	S000002555	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
7659	YDR148C	KGD2	S000002555	P	mitochondrion organization	GO:0007005	ORF|Verified	True
7671	YDR150W	NUM1	S000002557	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7672	YDR150W	NUM1	S000002557	P	mitochondrion organization	GO:0007005	ORF|Verified	True
7673	YDR150W	NUM1	S000002557	P	organelle fission	GO:0048285	ORF|Verified	True
7674	YDR150W	NUM1	S000002557	P	organelle inheritance	GO:0048308	ORF|Verified	True
7678	YDR151C	CTH1	S000002558	P	RNA catabolic process	GO:0006401	ORF|Verified	True
7679	YDR151C	CTH1	S000002558	P	cellular ion homeostasis	GO:0006873	ORF|Verified	True
7682	YDR152W	GIR2	S000002559	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
7683	YDR152W	GIR2	S000002559	P	response to starvation	GO:0042594	ORF|Verified	True
7690	YDR153C	ENT5	S000002560	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
7691	YDR153C	ENT5	S000002560	P	endosomal transport	GO:0016197	ORF|Verified	True
7703	YDR155C	CPR1	S000002562	P	chromatin organization	GO:0006325	ORF|Verified	True
7704	YDR155C	CPR1	S000002562	P	histone modification	GO:0016570	ORF|Verified	True
7705	YDR155C	CPR1	S000002562	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
7706	YDR155C	CPR1	S000002562	P	organelle fission	GO:0048285	ORF|Verified	True
7707	YDR155C	CPR1	S000002562	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
7708	YDR155C	CPR1	S000002562	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
7709	YDR155C	CPR1	S000002562	P	sporulation	GO:0043934	ORF|Verified	True
7714	YDR156W	RPA14	S000002563	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
7723	YDR158W	HOM2	S000002565	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
7727	YDR159W	SAC3	S000002566	P	DNA repair	GO:0006281	ORF|Verified	True
7728	YDR159W	SAC3	S000002566	P	RNA catabolic process	GO:0006401	ORF|Verified	True
7729	YDR159W	SAC3	S000002566	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
7730	YDR159W	SAC3	S000002566	P	mRNA processing	GO:0006397	ORF|Verified	True
7731	YDR159W	SAC3	S000002566	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
7732	YDR159W	SAC3	S000002566	P	nuclear transport	GO:0051169	ORF|Verified	True
7733	YDR159W	SAC3	S000002566	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
7734	YDR159W	SAC3	S000002566	P	organelle fission	GO:0048285	ORF|Verified	True
7735	YDR159W	SAC3	S000002566	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
7742	YDR160W	SSY1	S000002567	P	response to chemical	GO:0042221	ORF|Verified	True
7746	YDR161W	ACL4	S000002568	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
7747	YDR161W	ACL4	S000002568	P	response to chemical	GO:0042221	ORF|Verified	True
7751	YDR162C	NBP2	S000002569	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
7752	YDR162C	NBP2	S000002569	P	protein phosphorylation	GO:0006468	ORF|Verified	True
7753	YDR162C	NBP2	S000002569	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
7754	YDR162C	NBP2	S000002569	P	response to heat	GO:0009408	ORF|Verified	True
7755	YDR162C	NBP2	S000002569	P	response to osmotic stress	GO:0006970	ORF|Verified	True
7756	YDR162C	NBP2	S000002569	P	signaling	GO:0023052	ORF|Verified	True
7759	YDR163W	CWC15	S000002570	P	RNA splicing	GO:0008380	ORF|Verified	True
7760	YDR163W	CWC15	S000002570	P	mRNA processing	GO:0006397	ORF|Verified	True
7766	YDR164C	SEC1	S000002571	P	exocytosis	GO:0006887	ORF|Verified	True
7767	YDR164C	SEC1	S000002571	P	membrane fusion	GO:0061025	ORF|Verified	True
7768	YDR164C	SEC1	S000002571	P	organelle fusion	GO:0048284	ORF|Verified	True
7769	YDR164C	SEC1	S000002571	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
7770	YDR164C	SEC1	S000002571	P	regulation of transport	GO:0051049	ORF|Verified	True
7771	YDR164C	SEC1	S000002571	P	vesicle organization	GO:0016050	ORF|Verified	True
7776	YDR165W	TRM82	S000002572	P	RNA modification	GO:0009451	ORF|Verified	True
7777	YDR165W	TRM82	S000002572	P	tRNA processing	GO:0008033	ORF|Verified	True
7784	YDR166C	SEC5	S000002573	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
7785	YDR166C	SEC5	S000002573	P	exocytosis	GO:0006887	ORF|Verified	True
7786	YDR166C	SEC5	S000002573	P	organelle inheritance	GO:0048308	ORF|Verified	True
7787	YDR166C	SEC5	S000002573	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
7792	YDR167W	TAF10	S000002574	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
7793	YDR167W	TAF10	S000002574	P	chromatin organization	GO:0006325	ORF|Verified	True
7794	YDR167W	TAF10	S000002574	P	histone modification	GO:0016570	ORF|Verified	True
7795	YDR167W	TAF10	S000002574	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
7796	YDR167W	TAF10	S000002574	P	protein acylation	GO:0043543	ORF|Verified	True
7797	YDR167W	TAF10	S000002574	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
7800	YDR168W	CDC37	S000002575	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7801	YDR168W	CDC37	S000002575	P	protein phosphorylation	GO:0006468	ORF|Verified	True
7802	YDR168W	CDC37	S000002575	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
7803	YDR168W	CDC37	S000002575	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
7804	YDR168W	CDC37	S000002575	P	response to osmotic stress	GO:0006970	ORF|Verified	True
7805	YDR168W	CDC37	S000002575	P	signaling	GO:0023052	ORF|Verified	True
7809	YDR169C	STB3	S000002576	P	response to chemical	GO:0042221	ORF|Verified	True
7810	YDR169C	STB3	S000002576	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
7820	YDR170C	SEC7	S000002577	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
7821	YDR170C	SEC7	S000002577	P	organelle assembly	GO:0070925	ORF|Verified	True
7822	YDR170C	SEC7	S000002577	P	vacuole organization	GO:0007033	ORF|Verified	True
7826	YDR171W	HSP42	S000002578	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
7831	YDR172W	SUP35	S000002579	P	RNA catabolic process	GO:0006401	ORF|Verified	True
7836	YDR173C	ARG82	S000002580	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
7837	YDR173C	ARG82	S000002580	P	lipid metabolic process	GO:0006629	ORF|Verified	True
7838	YDR173C	ARG82	S000002580	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
